id,ingredients,ingredients_en,ingredient_list,ingredient_list_en,directions,directions_en,raw_text,title,url,,,
r14,amarillo (plátano); queso; mantequilla,plantain; cheese; butter,4 amarillos (plátanos maduros); 1/2 libra de queso partido en tajadas al largo; mantequilla,4 ripe plantains; 1/2 pound of cheese broken into long slices; butter,"Se monda el amarillo.; Una vez mondado se le dá un corte en el medio.; Póngase al horno, después de rellenar con el queso, en un molde con mantequilla.; Una vez dorados prepárese un almíbar blanco y sírvase.","Peel the plantains.; Once peeled cut down center.; Bake, after filling with cheese, in a mold with butter.; Once golden, prepare a white syrup and serve.","4 amarillos (plátanos maduros) 1-2 libra de queso partido en tajadas al largo Mantequilla Se monda el amarillo. Una vez mondado se le dá un corte en el medio. Póngase al horno, después de rellenar con el queso, en un molde con mantequilla. Una vez dorados prepárese un almíbar blanco y sírvase.",amarillo al horno,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-03-21/ed-1/seq-5/,,,
r15,sofrito; butifarra; arroz; sal; manteca; achiote; agua,sofrito; sausage; rice; salt; butter; annatto; water,sofrito; 5 butifarras partidas; 1 1/2 libras de arroz; 1 cucharadita de sal; 3 cucharadas de manteca con achote; 3 tazas de agua,sofrito; 5 split sausages; 1 1/2 pounds of rice; 1 teaspoon salt; 3 tablespoons butter with annatto; 3 cups water,"Añada las butifarras, el arroz y la manteca al sofrito y cueza por dos minutos.; Agregue el agua y sazone a gusto.;Cueza hasta que el arroz esté un poco seco, baje el fuego, revuelva dos o tres veces y conserve tapado hasta el momento de servirlo.","Add the sausages, rice and butter with sofrito and cook for two minutes.; Add the water and season to taste.; Cook until the rice is a little dry, lower the heat, stir two or three times and keep covered until ready to serve.","Sofrito
5 butifarras partidas
1 1-2 libras de arroz
1 cucharadita de sal
3 cucharadas de manteca con achote
3 tazas de agua
Añada las butifarras, el arroz y la manteca al sofrito y cueza por dos minutos. Agregue el agua
y sazone a gusto. Cueza hasta
que el arroz esté un poco seco,
baje el fuego, revuelva dos o tres veces y conserve tapado hasta el momento de servirlo.",arroz con butifarras,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-03-24/ed-1/seq-5/,,,
r16,bacalao; cebolla; aceituna; tomate; salsa francesa,cod; onion; olive; tomato; French sauce,1 libra de bacalao; 1 cebolla rebanada; aceitunas a gusto; 2 tomates rebanados; salsa francesa,1 pound of cod; 1 sliced onion; olives to taste; 2 sliced tomatoes; French sauce,"Ponga el bacalao en agua por algunas horas para quitarle un poco de la sal.; Hierva, quite el pellejo y las espinas y corte en pedazos pequeños.; Coloque el bacalao en una fuente y adorne con las ruedas de tomate, cebollas y las aceitunas.; Vierta la salsa francesa.; Sirva con otras viandas hervidas: plátano, batata, papas, etc.","Put the cod in water for a few hours to remove some of the salt; Boil, remove the skin and scales and cut into small pieces.; Place the cod in a bowl and garnish with tomato slices, onions and olives.; Pour the French sauce.; Serve with other boiled foods: banana, sweet potato, potatoes, etc.","1 libra de bacalao
1 cebolla rebanada
Aceitunas a gusto
2 tomates rebanados
Salsa francesa
Ponga el bacalao en agua por
algunas horas para quitarle un poco de la sal. Hierva, quite el
pellejo y las espinas y corte en pedazos pequeños. Coloque el bacalao en una fuente y adorne
coh las ruedas de tomate, cebollas y las aceitunas. Vierta la salsa francesa. Sirva con otras viandas hervidas: plátano, batata, papas, etc.",serenata,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-01-27/ed-1/seq-5/,,,
r18,seso; harina; huevo; leche,brain; flour; egg; milk,1 seso grande; 200 gramas de harina; 2 yemas; leche,1 large brain; 200 grams of flour; 2 egg yolk; milk,"Prepare un seso grande, sacándole la pielecita y cocínelo en agua y sal; escúrralo y córtelo en pedacitos.; Ponga en un tazón la harina, yemas y leche en cantidad suficiente como para formar una preparación blanda; mezcle bien, agréguele los sesos, fríalos por cucharadas en aceite caliente y a fuego moderado.","Prepare a large brain, removing the skin and cooking it in water and salt; drain it and cut it into pieces.; Put in a bowl the flour, yolks and milk in sufficient quantity to form a soft preparation; mix well, add the brains, fry them by tablespoons in hot oil and over moderate heat.","1 seso grande
200 Grs. de harina
2 yemas
Leche
Prepare un seso grande, sacándole la pielecita y cocínelo en agua y sal; escúrralo y córtelo en pedacitos.
Ponga en un tazón la harina,
yemas y leche en cantidad suficiente como para formar una
preparación blanda; mezcle bien,
agréguele los seos, fríalos por
cucharadas en aceite caliente y a fuego moderado.",bocadillos de seso,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-06-30/ed-1/seq-5/,,,
r19,arroz; sal; agua; hoja de laurel; limón; hígados de ave; manteca; cebolla; vino marsala; pimienta negra; sal gruesa; canela; fécula de arroz; leche,rice; salt; water; bay leaf; lemon; chicken live; oil; onion; marsala wine; black pepper; coarse salt; cinnamon; rice starch; milk,2 tazas de arroz; sal gruesa; 5 tazas de agua caliente; 1 hoja de laurel; 1 cascarilla de limón; jugo de limón; 6 higados de ave; manteca; 1/2 cebolla en juliana fina; 1 vaso de vino marsala; 1 pizca de sal; 1 pizca de pimienta negra; 1 pizca de canela; 2 cucharaditas de fécula  de arroz; 1 taza de leche tibia,2 cups rice; coarse salt; 5 cups of hot water; 1 bay leaf; 1 lemon husk; lemon juice; 6 poultry livers; lard; 1/2 onion thinly cut; 1 glass of marsala wine; 1 pinch of salt; 1 pinch of black pepper; 1 pinch of cinnamon; 2 teaspoons rice starch; 1 cup warm milk,"Ponga en una olla de barro el arroz con la sal, el agua, la hoja de laurel, un trocito de cáscara de limón y un poco de jugo de limón.; Deje cocer el arroz destapado durante 15 minutos.; Retírelo del fuego y déjelo a calor dentro del horno, semiabierto para que se seque y abra el grano.; Resérvelo.; Aparte, en una sartén, ponga abundante manteca y fría en ella los hígados de ave, limpios y lavados en leche.; Cuando comiencen a dorarse, añada la cebolla, el vino y los condimentos.; Deslía la fécula de arroz en la leche y agréguele para espesar ligeramente la salsa.; Revuelva con suavidad para mezclar todo bien.; Esta preparación debe hacerse a temperatura media para que los hígados no se endurezcan.; Presente en una fuente grande, colocando la salsa de hígados en el centro y el arroz como borde.","Put in a clay pot the rice with the salt, water, bay leaf, a piece of lemon peel and a little lemon juice.; Let the uncovered rice cook for 15 minutes.; Remove it from the heat and leave it warm inside the oven, semi-open to dry and open the grain. Save on the side.; Apart, in a pan, put plenty of butter and fry the poultry livers ( clean and washed in milk) in it.; When they begin to brown, add the onion, wine and seasonings; Slide the rice starch into the milk and thicken it to lightly thicken the sauce.; Stir gently to mix everything well.; This preparation should be made at medium temperature so that the livers do not harden.; Present in a large dish, placing the liver sauce in the center and the rice as a border.","INGREDIENTES
2 tazas de arroz Sal gruesa
5 tazas de agua caliente
1 hoja de laurel
1 cascarilla de limón
Jugo de limón
6 hígados de ave manteca
1-2 cebolla en Juliana fina
1 vaso se vino Marsala
1 pizca de sal
1 pizca de pimienta negra 1 pizca de canela
2 cucharaditas de fécula de
arroz
1 taza de leche tibia PREPARACION:
Ponga en una olla de barro
el arroz con la sal, el agua, la
hoja de laurel, un trocito de
cáscara de limón y un poco de
jugo de limón. Deje cocer el arroz destapado durante 15 minutos. Retírelo del fuego y déjelo ai calor dentro del horno,
semiabierto para que se seque y
abra el grano. Resérvelo. Aparte, en una sartén, ponga abundante manteca y fría en ella
los hígados de ave, limpios y lavados en leche. Cuando comien- cen a dorarse, añada la cebolla,
el vino y los condimentos. Deslía la fécula de arroz en la le
che y agruéguele para epesar
ligeramente la salsa. Revuelva
con suavidad para mezclar todo
bien. Esta preparación debe hacerse a temperatura media para
que los hígados no se endurez- can. Presente en una fuente
grande, colocando la salsa de
hígados en el centro y el arroz
como borde.",arroz con higados de pollo a la salvadorena,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-09-21/ed-1/seq-5/,,,
r20,macarrones; agua; sal; jamón; aceite; cebolla; ajo; sobreasada; pasta de tomate,macaroni; water; salt; ham; oil; onion; garlic; sobrassada; tomato paste,1 libra de macarrones; 8 tazas de agua; 2 cucharadas de sal; 1/4 de libra de jamón partido; 1/2 taza de aceite; 2 cebollas partidas; 1 diente de ajo machacado; 1/4 de libra de sobreasada des menuzada; 1 lata de pasta de tomate; 1 taza de agua,1 pound of macaroni; 8 cups of water; 2 tablespoons salt; 1/4 pound of broken ham; 1/2 cup oil; 2 split onions; 1 clove of crushed garlic; 1/4 pound of oversized des menuzada; 1 can of tomato paste; 1 cup water,Hierva los macarrones en agua con sal y escúrralos después de cocidos.; Fría el jamón en el aceite y agregue los demás ingredientes.; Cueza a fuego lento por 15 minutos.; Añada los macarrones y revuelva.; Sirva caliente.,Boil the macaroni in salted water and drain them after cooking.; Fry the ham in the oil and add the other ingredients; Simmer for 15 minutes.; Add the macaroni and stir.; Serve hot.,"1 libra de macarrones 8 tazas de agua
2 cucharadas de sal
1-4 de libra de jamón partido
1-2 taza de aceite
2 cebollas partidas
1 diente de ajo machacado
1-4 de libra de sobreasada desmenuzada
1 lata de pasta de tomate
1 taza de agua
Hierva los macarrones en agua con sal y escúrralos después de
cocidos. Fría el jamón en el aceite y agregue los demás ingredientes. Cueza a fuego lento por
15 minutos. Añada los macarro- nes y revuelva. Sirva caliente.",macarrones con sobreasada,https://chroniclingamerica.loc.gov/lccn/sn82001257/1957-07-06/ed-1/seq-5/,,,
r21,pollo; sal; ajo; orégano; cebolla; cerdo; jamón; mantequilla; salsa de tomate; pasas,chicken; salt; garlic; oregano; onion; pork; ham; butter; tomato sauce; raisins,1 pollo de 4 libras; 3 cucharaditas de sal; 3 dientes de ajo machacado; media cucharadita de orégano en polvo; 1 cebolla picada; 1 1/2 libras de carne de cerdo; un cuarto libra de jamón; 3 cucharadas de mantequilla; 2 cucharadas de salsa de tomate; 1 cucharada de pasas,1 4-pound chicken; 3 teaspoons salt; 3 cloves of crushed garlic; half a teaspoon of oregano powder; 1 chopped onion; 1 1/2 pounds of pork; a quarter pound of ham; 3 tablespoons butter; 2 tablespoons tomato sauce; 1 tablespoon raisins,Adobe el pollo por dentro y por fuera varias horas antes de rellenarlo.;Muela el jamón y la carne de cerdo y añádale los demás ingredientes sazone y rellane el pollo.;Cosa la abertura y engráselo por fuera con mantequilla.; Cueza en el horno en un molde destapado y cuando esté dorado cubra con la tapa y cueza a fuego lento por espacio de 2 horas.,"Marinate the chicken inside and outside several hours before filling it.; Grind the ham and the pork and add the other ingredients seasoning and fill the chicken.; Sew the opening and grease it on the outside with butter.; Cook in the oven in an uncovered mold. When golden, cover with the lid and simmer for 2 hours."," pollo ae 4 libras
3 cucharaditas ae sal
3 dientes de ajo machacado
Media cucharadita de orégano
en polvo
1 cebolla picada
1-1-2 libras de carne de cerdo
Un cuarto libra de jamón
3 cucharadas de manquequilla
2 cucharadas de salsa de tomate
1 cucharada de pasas
Adobe el pollo por dentro y
por fuera varias horas antes de
rellenarlo. Muela el jamón y la
carne de cerdo y añádale los
demás ingredientes sazone y rellane el pollo Cosa la abertura
y engráselo por fuera con man- tequilla. Cueza en el horno en
un molde destapado y cuando
esté dorado cubra con la tapa
y cueza a'fuego lento por espacio
de 2 horas.",pollo relleno,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-02-23/ed-1/seq-5/,,,
r22,carne; cebolla; sal; pimienta; nuez moscada; huevo; galleta en polvo; grasa; pan; salsa mostaza,beef; onion; salt; pepper; nutmeg; egg; cracker meal; lard; bread; mustard sauce,2 libras de carne de res molida; 1 cebolla rallada; 1/2 cucharada de sal; 1/4 cucharadita de pimienta en polvo; 1/4 cucharadita de nuez moscada; 4 huevos; 1 1/2 taza de galleta en polvo; grasa para freír; 8 medallones de pan tostados; salsa mostaza,2 pounds of ground beef; 1 grated onion; 1/2 tablespoon salt; 1/4 teaspoon pepper powder; 1/4 teaspoon nutmeg; 4 eggs; 1 1/2 cup cracker meal; oil; 8 toasted bread medallions; mustard sauce,"Se coloca la carne en un tazón y se le añade la cebolla, la sal, la pimienta y la nuez moscada.; Se ligan bien estos ingredientes.; Se añaden 2 huevos, ligando bien cada uno.; Se añade galleta en polvo hasta darle consistencia a la masa, pero que esté suave.; Se divide en 8 partes.; Se bolea cada parte y se aplasta hasta dejarla de 1/4 pulgada de espesor.; Se pasan por migas de pan o galleta en polvo, por huevos batidos y por galleta otra vez.; Se fríen en grasa caliente, hasta que se doren.; Se escurren.; Se colocan sobre el medallón de pan y se les vierte la salsa.; Se sirven calientes.; Si se deseá se adornan con rueditas de limón polvoreadas de paprika.","Place the meat in a bowl and add the onion, salt, pepper and nutmeg. Mix well.;Add 2 eggs, mixing each one in well.;Add cracker meal to give consistency to the dough, but it should still be soft.;Divide into 8 parts.; Each part is bowled and crushed until it is 1/4 inch of thickness.;Pass each part through breadcrumbs or cracker meal, beaten eggs and crumbs again.;Fry in hot oil, until golden brown.;Sauce is poured on them.;They are served hot. If desired they are garnished with lemon wheels powdered with paprika.
","INGREDIENTES: ”
2 libras de carne de res molida
1 cebolla rallada
1/4 cucharada de sal ,
1/4 cucharadita de pimienta en polvo
1/4 cucharadita de nuez moscada
4 huevos
11/2 taza de galleta en polvo
Grasa para freír
8 medallones de pan tostados
Salsa mostaza mixta
Preparación: Se coloca la carne en un tazón y se le añade
la cebolla, la sal, la pimienta y la nuez moscada. Se ligan bien estos ingredientes. Se añaden 2 huevos, ligando bien
cada uno. Se añade galleta en polvo hasta darle consistencia a la masa, pero que esté suave. Se divide en 8 partes. Se
bolea cada parte y se aplasta hasta dejarla de Vi pulgada de
espesor. Se pasan por migas de pan o galleta en polvo, por
huevos batidos y por galleta otra vez. Se fríen en grasa caliente, hasta que se doren. Se escurren. Se colocan so- bre el medallón de pan y se les vierte la salsa. Se sirven ca- llentes. Si se deseá se adornan con rueditas de limón pol- voreadas de paprika. *",medallones de carne empanizados,https://chroniclingamerica.loc.gov/lccn/sn82001257/1960-08-14/ed-1/seq-5/,,,
r23,cebolla; aceite; ajo; tomate; hoja de laurel; azúcar; sal; pimienta,onion; oil; garlic; tomato; bay leaf; sugar; salt; pepper,1 cebolla picada; 1/4 taza de aceite; 4 dientes de ajo picado; 1 taza de salsa de tomate; 1 lata de tomates al natural; 1 hoja de laurel; 1 cucharadita de azúcar; 1 cucharadita de sal; 1/2 cucharadita de pimienta en grano,1 chopped onion; 1/4 cup of oil; 4 garlic cloves; 1 cup of tomato sauce; 1 can of tomatoes; 1 bay leaf; 1 teaspoon of sugar; 1 teaspoon of salt; 1/2 teaspoon of ground pepper,"Fría la cebolla en el aceite.; Añada los demás ingredientes y cueza a fuego lento hasta que espese, como por media hora.; Maje y euele.","Fry the onion in the oil.; Add the other ingredients and simmer until it thickens, approximately half an hour.; Mash and strain.","1 cebolla picada
1-4 taza de aceite
4 dientes de ajo picado
1 taza de salsa de tomate
1 lata de tomates al natural
1 hoja de laurel
1 cucharadita de azúcar
1 cucharadita de sal
1-2 cucharadita de (¿mienta
en grano
Fría la cebolla en el aceite.
Añada los demás ingredientes y
cueza a fuego lento hasta que
espese, como por media hora.
Maje y euele.",salsa sencilla para espaghetti,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-03-23/ed-1/seq-5/,,,
r25,leche; coco; huevo; fécula de maíz; chocolate; azúcar,milk; coconut; egg; cornstarch; chocolate; sugar,1/2 litro de leche; 1 taza de coco rallado; 6 yemas batidas; 2 cucharadas de fécula de maíz; 5 cucharadas de chocolate rallado; 6 cucharadas de azúcar molida,1/2 liter of milk; 1 cup grated coconut; 6 beaten egg yolks; 2 tablespoons cornstarch; 5 tablespoons grated chocolate; 6 tablespoons powdered sugar,"Ponga a remojar el coco con leche para que se humedezca.; En un tazón mezcle el coco con las yemas, la fécula de maíz y el chocolate.;Bata y una poco a poco el azúcar y la leche, vierta en una cacerola y ponga a cocer a fuego lento.; Para que no se adhiera al fondo de la cacerola debe moverse continuamente.; Cuando la preparación comience a despegarse del recipiente, retírela del fuego y déjela enfriar.;Echela dentro de un recipiente de cristal o porcelana, que labra humedecido con leche fria y colóquela en la refrigeradora hasta qué se congele.","Soak the coconut with milk to moisten.;In a bowl mix the coconut with yolks, cornstarch and chocolate.;Beat, and a little by little add the sugar and milk.; Pour in a saucepan and cook over low heat.; In order for it not to adhere to the bottom of the saucepan it must be continuously stirred.; When the preparation begins to separate from the pan, remove it from the heat and let it cool.; Pour it into a glass or porcelain container, which is moistened with cold milk.; Place it in the refrigerator until it freezes.","(Este postre helado es una creación típica de la cocina norteña
del Brasil)
Ingredientes:
1-2 litro de leche.
1 taza de coco rallado.
6 yemas batidas.
2 cucharadas de fécula de maíz.
5 cucharadas de chocolate rallado.
6 cucharadas de azúcar molida.
Ponga a remojar el coco con
leche para que se humedezca.
En un tazón mezcle el coco con
las yemas, la fécula de maíz y el
chocolate. Bata y una poco a poco el azúcar y la leche, vierta
en una cacerola y ponga a cocer a fuego lento. Para que no se adhiera al fondo de la cacerola debe moverse continuamente.
Cuando la preparación comience
a despegarse del recipiente, retírela del fuego y déjela enfriar.
Echela dentro de un recipiente
de cristal o porcelana, que l abra humedecido con leche fria y
colóquela en la refrigeradora
hasta qué se congele.",delicia de chocolate,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-06-22/ed-1/seq-5/,,,
r26,almendra; agua; azúcar,almond; water; sugar,1/2 taza de almendras; 1 1/2 tazas de agua caliente; 2 tazas de agua tibia; 1/2 taza de azúcar,1/2 cup of almonds; 1 1/2 cups of hot water; 2 cups of luke warm water; 1/2 cup of sugar,Ponga las almendras en al agua caliente 5 minutoes para quitarles la cáscara.; Proceda como en la receta anterior.; Sirva bien friá y adorne con una cereza.,Steep the almonds in hot water for 5 minutes to remove their shell.; Proceed with the previous recipe.; Serve very cold and garnish with a cherry.,1-2 taza de almendras 1-Vt tazas de agua caliente 2 tazas de agua tibia 1-2 taza de azúcar Ponga las almendras en el agua caliente 5 minutos para quitarles la cáscara. Proceda como en la receta anterior. Sirva bien fría y adorne con una cereza.,horchata de almendras,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-09-14/ed-1/seq-4/,,,
r27,acelga; agua; sal; aceite; vinagre; sal; pimienta,chard; water; salt; oil; vinegar; salt; pepper,2 mazos de acelgas; 2 tazas de agua; 1 cucharada de sal; 1/2 taza de aceite; 1/4 taza de vinagre; 1 cucharadita de sal; 1/4 cucharadita de pimienta,2 bundles of chards; 2 cups of water; 1 tablespoon of salt; 1/2 cup of oil; 1/4 cup of vinegar; 1 teaspoon of salt; 1/4 teaspoon of pepper,"Lave y hierva las acelgas ligeramente, no más de 5 minutos, pártalas en pedazos, mezcle el aceita, el vinagre, la sal y pimienta y vierta sobre las acelgas.; Adorne con ruedas de cebolla y tomate.","Wash and boil the chards, for no more than 5 minutes, in pieces and mix in the oil, vinegar, salt, and pepper.; Garnish with rings of onions and tomato.","2 mazos de acelgas
2 tazas de agua
1 cucharada de sal % taza de aceite
Va taza de vinagre
1 cucharadita de sal
Va cucharadita de pimienta
Lave y hierva las acelgas ligeramente, no más de 5 minutos, pártalas en pedazos, mezcle ei
aceite, el vinagre, la sal y pimienta y vierta sobre las acelgas. Adorne con ruedas de ce- bolla y tomate.",ensalada de acelgas,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-10-29/ed-1/seq-5/,,,
r29,"harina; azúcar, polvo de hornear; sal; bicarbonata de soda; mantequilla; naranja",flour; sugar; baking powder; salt; baking soda; butter; orange,300 gramos de harina; 150 gramos de azúcar; 2 cucharadita de polve de hornear; media cucharadita de sal; media cucharadita de bicarbonato de soda; 100 gramos de mantequilla; 1 naranja,300 grams of flour; 150 grams of sugar; 2 teaspoon baking powder; half a teaspoon of salt; half a teaspoon of baking soda; 100 grams of butter; 1 orange,"Pasar por un cernidor 300 gramos de harina, 150 de azúcar,
2 cucharaditas llenas de polvo de hornear, media de sal y media de bicarbonato de soda.; Mezclar una taza de jugo de naranjas con la ralladura de una naranja, 100 gramos de mantequilla derretida apenas, un huevo batido y se le agrega a los otros ingredientes; poner en un molde enmantecado y enharinado y cocer como las anteriores.; Se le puede hacer un bañito con 100 gramos de mantequilla, 200 de azúcar impalpable, jugo y ralladura de esa fruta.","Pass through a sifter 300 grams of flour, 150 of sugar, 2 teaspoons filled with baking powder, half teaspoon of salt and a half teaspoon of baking soda.; Mix a cup of orange juice with the zest of an orange, 100 grams of lightly melted butter, a beaten egg and add it to the other ingredients.; Put in a buttered and floured mold do and cook like the previous ones.; You can make a bath with 100 grams of butter, 200 of impalpable sugar, juice and zest of that fruit.","Pasar por un cernidor 300 gramos de harina, 150 de azúcar,
2 cucharaditas llenas de polvo de
hornear, media de sal y media
de bicarbonato de soda.
Mezclar una taza de jugo de
naranjas con la ralladura de una
naranja, 100 gramos de mantequilla derretida apenas, un huevo batido y se le agrega a los
otros ingredientes; poner en un molde enmantecado y enharinado y cocer como las anteriores.
Se le puede hacer un bañito
con 100 gramos de mantequilla,
200 de azúcar impalpable, jugo
y ralladura de esa fruta.
NOTA: Tengo mucho gusto
en publicar esta receta a petición de tres lectoras argentinas
que me han pedido en carta firmada por ellas, que ineluya de
vez en cuando en mi recetario,
platos con ingredientes en gramos y no en onzas y libra*. Quadan complacidas las gentiles lectoras y aseguradas que se repetirá.",tortas de naranjas,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-01-11/ed-1/seq-4/,,,
r30,macarrones; queso; salsa blanca; salchica,macaroni; cheese; bechamel; sausages,"1/2 libra de macarrones; 
1/2 libra de queso americano rallado; 2 tazas de salsa blanca; 2 latas de salchichas estilo Viena.",1/2 pound macaroni; 1/2 pounds of grated American cheese; 2 cups bechamel; 2 cans of Vienna sausages,"Cocine los macarrones en bastante agua de sal, hasta que estén blandos.; Retire del fuego, escúrralos y écheles agua calienté nuevamente.; Vuelva a escurrir.; Haga una salsa blanca con la receta que le ofrecemos más abajo, y añádale el queso rallado.; Corte en rueditas varias salchichas, dejando 6 enteras para el adorno.; Combine los macarrones, la salsa y las rodajas de salchichas.; Eche esta mezcla en un molde engrasado, cuadrado o redondo, como usted prefiera, pero que sea de cristal a prueba de fuego.; Póngalo al horno, a una temperatura de 375 grados F por espacio de 20 minutos.; Sáquelo, colóquele las salchichas en el centro, como ilustra la foel centro, con unas hojitas de perejil como adorno; vuelva el molde al horno y téngalo cocinando por 10 minutos más.; Cantidad para seis personas.","Cook the macaroni in plenty of salt water, until soft.;Remove from heat, drain them and pour warm water again. Drain again.;Make a white sauce with the additional recipe we offered, and add the grated cheese.;Cut into wheels several sausages, leaving 6 whole for adornment.;Combine the macaroni, sauce, and sausage slices.;Pour this mixture into a greased, square or round mold, as you prefer, but that is made of fireproof glass.;Bake it at a temperature of 375 degrees F for 20 minutes.;Take it out, place the sausages in the center, with some parsley leaves as an ornament;Return the pan to the oven and have it cooking for 10 more minutes.;Serves 6 people.

","1-2 libra de macarrones. 1-2 libra de queso americano ra- llado.
2 tazas de salsa blanca.
2 latas de salchichas estilo
Viena.
Cocine los macarrones en bastante agua de .sal, hasta que
estén blandos. Retire del fuegi*
escúrralos y écheles agua calienté nuevamente. Vuelva a escu- rrir. Haga una salsa blanca con la receta que le ofrecemos más
abajo, y añádale el queso rallado. Corte en rueditas varias salchichas, dejando 6 enteras para
el adorno. Combine los maca- rrones, la salsa y;,das rodajas’de
salchichas. Eche esta mezcla en un molde engrasado, cuadrado o
redondo, como usted prefiera,
pero que sea de cristal a prueba
de fuego. Póngalo al horno, a una temperatura de 375 grados
F. por espacio de 20 minutos. Sáquelo, colóquele las slachichas
en el centro, como ilustra la foel centro, con unas hojitas de perejil como adorno; vuelva el mol
de al horno y téngalo cocinando
por 10 minutos más. Cantidad
para seis personas.",macarrones con salchichas a lo viena,https://chroniclingamerica.loc.gov/lccn/sn82001257/1958-03-07/ed-1/seq-5/,,,
r31,dulce de coco; mantequilla; huevo; almendra,shredded coconut; butter; egg; almond,2 tazas de dulce de coco; 2 cucharadas de mantequilla derretida; 2 huevos batidos; 2 onzas de almendras pelada,2 cups shredded coconut; 2 tablespoons melted butter; 2 beaten eggs; 2 ounces peeled almonds,Añada la mantequilla y los huevos al dulce de coco.; Vierta en -un molde llano engrasado.; Adorne con las almendras.; Hornée a fuego moderado por 20 minutos.,Add the butter and eggs to the shredded coconut.; Pour into a flat greased mold.; Garnish with almonds.; Bake over moderate heat for 20 minutes.,"2 tazas de dulce de coco 2 cucharadas de mantequilla
derretida
2 huevos batidos
2 onzas de almendras peladas
Añada la mantequilla y los
huevos al dulce de coco. Vierta en -un molde llano engrasado.
Adorne con las almendras. Hornée a fuego moderado por 20
minutos.",cocada,https://chroniclingamerica.loc.gov/lccn/sn82001257/1956-10-28/ed-1/seq-5/,,,
r32,panetela; ron; coco; guindas; dulce de leche,pound cake; rum; coconut; cherries; dulce de leche,"1 panetela; 1 copa de ron; 8 cucharadas de coco rallado; 10 guindas confitadas;
1 kilogramo de dulce de leche","1 pound cake; 1 glass of rum; 8 tablespoons grated coconut; 10 candied cherries;
1 kilogram of dulce de leche","Se corta la panetela en capas
finas y se le rocía con ron, cubriendo con dulce de leche.; Se forma de nuevo y se cubre por encima y alrededor con el mismo dulce.; Se pega coco rayado alrededor y se decora por encima con el resto de dulce.; Adórnese con guindas confitadas partidas por la mitad.","The pound cake is cut into layers fine and sprinkled with rum, covering with dulce de leche.;It is layered and covered above and around with the same dulce.; Sprinkle around dulce and decorate on top with the rest of the dulce.; Garnish with candied cherries split in half."," panetela
1 copa de ron
8 cucharadas de coco rallado.
10 guindas confitadas
1 kilogramo de dulce de leche.
Se corta la panetela en capas
finas y se le rocía con ron, cubriendo con dulce de leche. Se
forma de nuevo y se cubre por
encima y alrededor con el mis- mo dulce. Se pega coco rayado
alrededor y se decora por en- cima con el resto de dulce.
Adórnese con guindas confitadas partidas por la mitad.",panetela portena,https://chroniclingamerica.loc.gov/lccn/sn82001257/1959-04-14/ed-1/seq-4/,,,
r33,huevo; sal; pimienta; tocineta; queso; bechamel,egg; salt; pepper; bacon; cheese; bechamel,"12 huevos cocidos duros; 1 cucharadita de sal; 1/4 cucharadita de pimienta;
3 lonjas de tocineta;
1/2 taza de queso rallado;
2 tazas de salsa blanca",12 hard-boiled eggs; 1 teaspoon salt; 1/4 teaspoon pepper; 3 slices of bacon; 1/2 cup grated cheese; 2 cups bechamel,"Parta los huevos en dos cada uno.; Maje las yemas.; Fría la tocineta y parta en pedazos pequeños.; Añada
a las yemas majadas, sazone con sal y pimienta y rellene las mitades de huevos.; Mezcle la salsa blanca
con el queso, vierta sobre los huevos rellenos y sirva.","Split each of the hard-boiled eggs in half, to separate the white from the yolks. Mix the yolks.; Fry the bacon and break into small pieces.; Add to the mixed yolks, season with salt and pepper and fill the egg halves.; Mix the white sauce with the cheese, pour over the stuffed eggs and serve.","Seis raciones
12 huevos cocidos duros
1 cucharadita de sal
1/4 cucharadita de pimienta
3 lonjas de tocineta
bi taza de queso rallado
2 tazas de salsa blanca
Parta los huevos en dos cada uno.
Maje las yemas. Fría la tocineta y
parta en pedazos pequeños. Añada a las yemas majadas, sazone con
sal y pimienta y rellene las mitades
de huevos. Mezcle la salsa blanca con el queso, vierta sobre los hue- vos rellenos y sirva.",huevos rellenos con tocineta,https://chroniclingamerica.loc.gov/lccn/sn82001257/1954-02-02/ed-1/seq-4/,,,
